method,game,seed,logdir,wandb_url,source,run_completed,is_partial,x_axis_frames,x_axis_agent_actions,score_type,score_mean,score_std,score_min,score_max,eval_episodes,timestamp,frames_target,agent_actions_target,protocol_compatible_with_reference,notes
dreamerv3_official_reference_v16,breakout,4,,,v16_official_reference_read_only,,,328180.0,82045.0,episode_score,11.0,,11.0,11.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,4,,,v16_official_reference_read_only,,,329600.0,82400.0,episode_score,4.0,,4.0,4.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,4,,,v16_official_reference_read_only,,,330652.0,82663.0,episode_score,3.0,,3.0,3.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,4,,,v16_official_reference_read_only,,,332072.0,83018.0,episode_score,5.0,,5.0,5.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,4,,,v16_official_reference_read_only,,,332804.0,83201.0,episode_score,2.0,,2.0,2.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,4,,,v16_official_reference_read_only,,,334168.0,83542.0,episode_score,5.0,,5.0,5.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,4,,,v16_official_reference_read_only,,,335396.0,83849.0,episode_score,4.0,,4.0,4.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,4,,,v16_official_reference_read_only,,,337068.0,84267.0,episode_score,4.0,,4.0,4.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,4,,,v16_official_reference_read_only,,,338932.0,84733.0,episode_score,10.0,,10.0,10.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,4,,,v16_official_reference_read_only,,,340148.0,85037.0,episode_score,4.0,,4.0,4.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,4,,,v16_official_reference_read_only,,,341540.0,85385.0,episode_score,3.0,,3.0,3.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,4,,,v16_official_reference_read_only,,,343576.0,85894.0,episode_score,4.0,,4.0,4.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,4,,,v16_official_reference_read_only,,,345668.0,86417.0,episode_score,5.0,,5.0,5.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,4,,,v16_official_reference_read_only,,,347756.0,86939.0,episode_score,9.0,,9.0,9.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,4,,,v16_official_reference_read_only,,,351488.0,87872.0,episode_score,7.0,,7.0,7.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,4,,,v16_official_reference_read_only,,,352536.0,88134.0,episode_score,4.0,,4.0,4.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,4,,,v16_official_reference_read_only,,,354552.0,88638.0,episode_score,9.0,,9.0,9.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,4,,,v16_official_reference_read_only,,,356532.0,89133.0,episode_score,9.0,,9.0,9.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,4,,,v16_official_reference_read_only,,,359412.0,89853.0,episode_score,4.0,,4.0,4.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,4,,,v16_official_reference_read_only,,,360996.0,90249.0,episode_score,6.0,,6.0,6.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,4,,,v16_official_reference_read_only,,,362348.0,90587.0,episode_score,4.0,,4.0,4.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,4,,,v16_official_reference_read_only,,,364416.0,91104.0,episode_score,4.0,,4.0,4.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,4,,,v16_official_reference_read_only,,,365984.0,91496.0,episode_score,4.0,,4.0,4.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,4,,,v16_official_reference_read_only,,,366856.0,91714.0,episode_score,2.0,,2.0,2.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,4,,,v16_official_reference_read_only,,,368300.0,92075.0,episode_score,5.0,,5.0,5.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,4,,,v16_official_reference_read_only,,,370324.0,92581.0,episode_score,8.0,,8.0,8.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,4,,,v16_official_reference_read_only,,,371656.0,92914.0,episode_score,3.0,,3.0,3.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,4,,,v16_official_reference_read_only,,,372956.0,93239.0,episode_score,3.0,,3.0,3.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,4,,,v16_official_reference_read_only,,,374256.0,93564.0,episode_score,4.0,,4.0,4.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,4,,,v16_official_reference_read_only,,,375876.0,93969.0,episode_score,4.0,,4.0,4.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,4,,,v16_official_reference_read_only,,,378428.0,94607.0,episode_score,7.0,,7.0,7.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,4,,,v16_official_reference_read_only,,,379788.0,94947.0,episode_score,5.0,,5.0,5.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,4,,,v16_official_reference_read_only,,,380988.0,95247.0,episode_score,4.0,,4.0,4.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,4,,,v16_official_reference_read_only,,,382488.0,95622.0,episode_score,8.0,,8.0,8.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,4,,,v16_official_reference_read_only,,,385380.0,96345.0,episode_score,9.0,,9.0,9.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,4,,,v16_official_reference_read_only,,,386800.0,96700.0,episode_score,4.0,,4.0,4.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,4,,,v16_official_reference_read_only,,,388320.0,97080.0,episode_score,5.0,,5.0,5.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,4,,,v16_official_reference_read_only,,,389896.0,97474.0,episode_score,9.0,,9.0,9.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,4,,,v16_official_reference_read_only,,,391644.0,97911.0,episode_score,6.0,,6.0,6.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,4,,,v16_official_reference_read_only,,,392740.0,98185.0,episode_score,3.0,,3.0,3.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,4,,,v16_official_reference_read_only,,,393956.0,98489.0,episode_score,4.0,,4.0,4.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,4,,,v16_official_reference_read_only,,,395412.0,98853.0,episode_score,5.0,,5.0,5.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,4,,,v16_official_reference_read_only,,,397040.0,99260.0,episode_score,7.0,,7.0,7.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,4,,,v16_official_reference_read_only,,,398796.0,99699.0,episode_score,7.0,,7.0,7.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,4,,,v16_official_reference_read_only,,,400108.0,100027.0,episode_score,5.0,,5.0,5.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,4,,,v16_official_reference_read_only,,,401484.0,100371.0,episode_score,4.0,,4.0,4.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,4,,,v16_official_reference_read_only,,,403324.0,100831.0,episode_score,8.0,,8.0,8.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,4,,,v16_official_reference_read_only,,,405044.0,101261.0,episode_score,9.0,,9.0,9.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,4,,,v16_official_reference_read_only,,,406544.0,101636.0,episode_score,7.0,,7.0,7.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,4,,,v16_official_reference_read_only,,,408252.0,102063.0,episode_score,6.0,,6.0,6.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,4,,,v16_official_reference_read_only,,,409944.0,102486.0,episode_score,11.0,,11.0,11.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,4,,,v16_official_reference_read_only,,,411668.0,102917.0,episode_score,8.0,,8.0,8.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,4,,,v16_official_reference_read_only,,,413408.0,103352.0,episode_score,7.0,,7.0,7.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,4,,,v16_official_reference_read_only,,,415308.0,103827.0,episode_score,8.0,,8.0,8.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,4,,,v16_official_reference_read_only,,,417744.0,104436.0,episode_score,16.0,,16.0,16.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,4,,,v16_official_reference_read_only,,,419024.0,104756.0,episode_score,9.0,,9.0,9.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,4,,,v16_official_reference_read_only,,,420256.0,105064.0,episode_score,4.0,,4.0,4.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,4,,,v16_official_reference_read_only,,,421904.0,105476.0,episode_score,7.0,,7.0,7.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,4,,,v16_official_reference_read_only,,,423208.0,105802.0,episode_score,5.0,,5.0,5.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,4,,,v16_official_reference_read_only,,,424588.0,106147.0,episode_score,5.0,,5.0,5.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,4,,,v16_official_reference_read_only,,,426008.0,106502.0,episode_score,5.0,,5.0,5.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,4,,,v16_official_reference_read_only,,,428144.0,107036.0,episode_score,10.0,,10.0,10.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,4,,,v16_official_reference_read_only,,,429880.0,107470.0,episode_score,8.0,,8.0,8.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,4,,,v16_official_reference_read_only,,,431264.0,107816.0,episode_score,6.0,,6.0,6.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,4,,,v16_official_reference_read_only,,,432772.0,108193.0,episode_score,6.0,,6.0,6.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,4,,,v16_official_reference_read_only,,,433904.0,108476.0,episode_score,4.0,,4.0,4.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,4,,,v16_official_reference_read_only,,,435188.0,108797.0,episode_score,4.0,,4.0,4.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,4,,,v16_official_reference_read_only,,,437152.0,109288.0,episode_score,12.0,,12.0,12.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,breakout,4,,,v16_official_reference_read_only,,,439136.0,109784.0,episode_score,10.0,,10.0,10.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,alien,0,,,v16_official_reference_read_only,,,2388.0,597.0,episode_score,150.0,,150.0,150.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,alien,0,,,v16_official_reference_read_only,,,4652.0,1163.0,episode_score,130.0,,130.0,130.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,alien,0,,,v16_official_reference_read_only,,,7396.0,1849.0,episode_score,260.0,,260.0,260.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,alien,0,,,v16_official_reference_read_only,,,9584.0,2396.0,episode_score,110.0,,110.0,110.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,alien,0,,,v16_official_reference_read_only,,,12640.0,3160.0,episode_score,270.0,,270.0,270.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,alien,0,,,v16_official_reference_read_only,,,15088.0,3772.0,episode_score,160.0,,160.0,160.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,alien,0,,,v16_official_reference_read_only,,,18252.0,4563.0,episode_score,260.0,,260.0,260.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,alien,0,,,v16_official_reference_read_only,,,20560.0,5140.0,episode_score,170.0,,170.0,170.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,alien,0,,,v16_official_reference_read_only,,,22920.0,5730.0,episode_score,200.0,,200.0,200.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,alien,0,,,v16_official_reference_read_only,,,24920.0,6230.0,episode_score,180.0,,180.0,180.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,alien,0,,,v16_official_reference_read_only,,,27424.0,6856.0,episode_score,170.0,,170.0,170.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,alien,0,,,v16_official_reference_read_only,,,30180.0,7545.0,episode_score,190.0,,190.0,190.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,alien,0,,,v16_official_reference_read_only,,,34132.0,8533.0,episode_score,220.0,,220.0,220.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,alien,0,,,v16_official_reference_read_only,,,36728.0,9182.0,episode_score,220.0,,220.0,220.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,alien,0,,,v16_official_reference_read_only,,,39516.0,9879.0,episode_score,220.0,,220.0,220.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,alien,0,,,v16_official_reference_read_only,,,41640.0,10410.0,episode_score,190.0,,190.0,190.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,alien,0,,,v16_official_reference_read_only,,,43468.0,10867.0,episode_score,160.0,,160.0,160.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,alien,0,,,v16_official_reference_read_only,,,45296.0,11324.0,episode_score,190.0,,190.0,190.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,alien,0,,,v16_official_reference_read_only,,,46828.0,11707.0,episode_score,140.0,,140.0,140.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,alien,0,,,v16_official_reference_read_only,,,49660.0,12415.0,episode_score,390.0,,390.0,390.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,alien,0,,,v16_official_reference_read_only,,,52536.0,13134.0,episode_score,270.0,,270.0,270.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,alien,0,,,v16_official_reference_read_only,,,54460.0,13615.0,episode_score,290.0,,290.0,290.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,alien,0,,,v16_official_reference_read_only,,,57468.0,14367.0,episode_score,300.0,,300.0,300.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,alien,0,,,v16_official_reference_read_only,,,59016.0,14754.0,episode_score,280.0,,280.0,280.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,alien,0,,,v16_official_reference_read_only,,,61156.0,15289.0,episode_score,250.0,,250.0,250.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,alien,0,,,v16_official_reference_read_only,,,63392.0,15848.0,episode_score,280.0,,280.0,280.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,alien,0,,,v16_official_reference_read_only,,,65008.0,16252.0,episode_score,90.0,,90.0,90.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,alien,0,,,v16_official_reference_read_only,,,67764.0,16941.0,episode_score,210.0,,210.0,210.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,alien,0,,,v16_official_reference_read_only,,,69572.0,17393.0,episode_score,60.0,,60.0,60.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,alien,0,,,v16_official_reference_read_only,,,71544.0,17886.0,episode_score,150.0,,150.0,150.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,alien,0,,,v16_official_reference_read_only,,,73260.0,18315.0,episode_score,120.0,,120.0,120.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,alien,0,,,v16_official_reference_read_only,,,75404.0,18851.0,episode_score,230.0,,230.0,230.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,alien,0,,,v16_official_reference_read_only,,,78996.0,19749.0,episode_score,280.0,,280.0,280.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,alien,0,,,v16_official_reference_read_only,,,81860.0,20465.0,episode_score,180.0,,180.0,180.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,alien,0,,,v16_official_reference_read_only,,,84004.0,21001.0,episode_score,310.0,,310.0,310.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,alien,0,,,v16_official_reference_read_only,,,86352.0,21588.0,episode_score,280.0,,280.0,280.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,alien,0,,,v16_official_reference_read_only,,,88376.0,22094.0,episode_score,250.0,,250.0,250.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,alien,0,,,v16_official_reference_read_only,,,90820.0,22705.0,episode_score,190.0,,190.0,190.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,alien,0,,,v16_official_reference_read_only,,,93240.0,23310.0,episode_score,270.0,,270.0,270.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,alien,0,,,v16_official_reference_read_only,,,96340.0,24085.0,episode_score,380.0,,380.0,380.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,alien,0,,,v16_official_reference_read_only,,,99268.0,24817.0,episode_score,320.0,,320.0,320.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,alien,0,,,v16_official_reference_read_only,,,102044.0,25511.0,episode_score,390.0,,390.0,390.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,alien,0,,,v16_official_reference_read_only,,,104584.0,26146.0,episode_score,380.0,,380.0,380.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,alien,0,,,v16_official_reference_read_only,,,107540.0,26885.0,episode_score,910.0,,910.0,910.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,alien,0,,,v16_official_reference_read_only,,,109772.0,27443.0,episode_score,250.0,,250.0,250.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,alien,0,,,v16_official_reference_read_only,,,112556.0,28139.0,episode_score,410.0,,410.0,410.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,alien,0,,,v16_official_reference_read_only,,,115932.0,28983.0,episode_score,910.0,,910.0,910.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,alien,0,,,v16_official_reference_read_only,,,118724.0,29681.0,episode_score,400.0,,400.0,400.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,alien,0,,,v16_official_reference_read_only,,,121812.0,30453.0,episode_score,460.0,,460.0,460.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,alien,0,,,v16_official_reference_read_only,,,123720.0,30930.0,episode_score,260.0,,260.0,260.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,alien,0,,,v16_official_reference_read_only,,,125564.0,31391.0,episode_score,240.0,,240.0,240.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,alien,0,,,v16_official_reference_read_only,,,127896.0,31974.0,episode_score,290.0,,290.0,290.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,alien,0,,,v16_official_reference_read_only,,,130572.0,32643.0,episode_score,360.0,,360.0,360.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,alien,0,,,v16_official_reference_read_only,,,132196.0,33049.0,episode_score,200.0,,200.0,200.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,alien,0,,,v16_official_reference_read_only,,,134600.0,33650.0,episode_score,300.0,,300.0,300.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,alien,0,,,v16_official_reference_read_only,,,137884.0,34471.0,episode_score,440.0,,440.0,440.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,alien,0,,,v16_official_reference_read_only,,,140164.0,35041.0,episode_score,420.0,,420.0,420.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,alien,0,,,v16_official_reference_read_only,,,142176.0,35544.0,episode_score,290.0,,290.0,290.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,alien,0,,,v16_official_reference_read_only,,,144980.0,36245.0,episode_score,260.0,,260.0,260.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,alien,0,,,v16_official_reference_read_only,,,148700.0,37175.0,episode_score,980.0,,980.0,980.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,alien,0,,,v16_official_reference_read_only,,,151636.0,37909.0,episode_score,380.0,,380.0,380.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,alien,0,,,v16_official_reference_read_only,,,153404.0,38351.0,episode_score,180.0,,180.0,180.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,alien,0,,,v16_official_reference_read_only,,,155628.0,38907.0,episode_score,460.0,,460.0,460.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,alien,0,,,v16_official_reference_read_only,,,158008.0,39502.0,episode_score,300.0,,300.0,300.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,alien,0,,,v16_official_reference_read_only,,,160500.0,40125.0,episode_score,410.0,,410.0,410.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,alien,0,,,v16_official_reference_read_only,,,163132.0,40783.0,episode_score,400.0,,400.0,400.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,alien,0,,,v16_official_reference_read_only,,,166368.0,41592.0,episode_score,430.0,,430.0,430.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,alien,0,,,v16_official_reference_read_only,,,168396.0,42099.0,episode_score,340.0,,340.0,340.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,alien,0,,,v16_official_reference_read_only,,,171556.0,42889.0,episode_score,450.0,,450.0,450.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,alien,0,,,v16_official_reference_read_only,,,175572.0,43893.0,episode_score,350.0,,350.0,350.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,alien,0,,,v16_official_reference_read_only,,,178080.0,44520.0,episode_score,480.0,,480.0,480.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,alien,0,,,v16_official_reference_read_only,,,180248.0,45062.0,episode_score,300.0,,300.0,300.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
dreamerv3_official_reference_v16,alien,0,,,v16_official_reference_read_only,,,182864.0,45716.0,episode_score,320.0,,320.0,320.0,1,,440000,110000,true,V16 read-only official DreamerV3 reference; single episode score
